ANY,ACTIVITAT,IPCC_SECTOR,IPCC_DIVISIO,IPCC_CLASSE,IPCC_SUBCLASSE,NOM_SECTOR,NOM_DIVISIO,NOM_CLASSE,NOM_SUBCLASSE,CONTAMINANT,UNITATS,CO2EQ,EMISSIO GAS
2005,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,72.5,0.02
2005,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,29.53,0.02
2006,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,35.18,0.03
2006,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,86.54,0.03
2006,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,17.78,0.03
2007,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,20.49,0.03
2007,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,99.73,0.03
2007,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,40.5,0.03
2008,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,43.19,0.03
2008,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,21.82,0.03
2008,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,106.21,0.03
2009,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,40.56,0.03
2009,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,20.45,0.03
2009,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,99.55,0.03
2010,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,20.51,0.03
2010,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,40.69,0.03
2010,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,99.86,0.03
2011,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,20.12,0.03
2011,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,40.06,0.03
2011,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,98.29,0.03
2012,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,38.18,0.03
2012,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,18.95,0.03
2012,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,93.64,0.03
2013,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,91.2,0.03
2013,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,37.21,0.03
2013,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,18.35,0.03
2014,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,92.74,0.03
2014,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,18.75,0.03
2014,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,37.81,0.03
2015,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,30.02,0.02
2015,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,15.58,0.02
2015,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,76.69,0.02
2016,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,70.44,0.02
2016,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,14.36,0.02
2016,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,26.25,0.02
2017,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,69.76,0.02
2017,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,14.31,0.02
2017,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,24.36,0.02
2018,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,60.35,0.02
2018,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,12.43,0.02
2018,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,20.2,0.02
2019,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,17.93,0.01
2019,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,60.16,0.02
2019,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,18.9,0.03
2020,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,15.62,0.02
2020,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,50.8,0.02
2020,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,14.76,0.01
2021,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-134a,Gg,16.04,0.01
2021,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-125,Gg,56.92,0.02
2021,2F1f,2,F,1,f,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Refrigeració i aire condicionat,Aire condicionat estacionari (en residències i edificis),HFC-32,Gg,18.37,0.03
2003,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,12.23,0.01
2003,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,26.68,0.19
2004,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,26.54,0.19
2004,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,48.21,0.04
2004,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,20.52,0.02
2004,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,33.65,0.04
2005,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,19.75,0.02
2005,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,59.21,0.05
2005,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,23.15,0.17
2005,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,32.34,0.04
2006,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,14.23,0.1
2006,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,18.92,0.02
2006,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,30.94,0.04
2006,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,53.83,0.04
2007,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,28.19,0.04
2007,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,45.15,0.03
2007,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,17.24,0.02
2007,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,10.88,0.08
2008,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,9.24,0.07
2008,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,28.45,0.02
2008,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,22.37,0.03
2008,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,13.68,0.02
2009,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,8.55,0.01
2009,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,10.71,0.01
2009,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,8.94,0.06
2009,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,13.99,0.02
2010,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,10.51,0.08
2010,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,12.53,0.02
2010,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,7.67,0.01
2010,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,12.84,0.01
2011,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,10.46,0.01
2011,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,6.4,0.01
2011,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,9.05,0.07
2011,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,11.78,0.01
2012,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,6.52,0.05
2012,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,22.67,0.02
2012,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,5.59,0.01
2012,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,9.12,0.01
2013,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,2.64,0
2013,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,16.9,0.01
2013,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,4.31,0.01
2013,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,7.54,0.05
2014,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,2.65,0
2014,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,4.31,0.01
2014,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,5.87,0.04
2014,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,19.21,0.01
2015,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,24.57,0.02
2015,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,6.38,0.05
2015,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,4.45,0.01
2015,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,2.72,0
2016,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,2.63,0
2016,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,4.33,0.01
2016,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,5.83,0.04
2016,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,17.28,0.01
2017,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,3.94,0.03
2017,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,2.83,0
2017,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,19.72,0.02
2017,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,2.37,0
2018,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,9.64,0.01
2018,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,2.58,0
2018,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,3.95,0.03
2018,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,2.1,0
2019,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,4.73,0.03
2019,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,6.77,0.01
2019,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,1.83,0
2019,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,2.33,0
2020,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,5.39,0.04
2020,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,2.11,0
2020,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,6.66,0.01
2020,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,1.6,0
2021,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-365mfc,Gg,1.9,0
2021,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-152a,Gg,6.52,0.05
2021,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-245fa,Gg,1.37,0
2021,2F2a,2,F,2,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Agents escumants,Escumes rígides de cèl·lules tancades,HFC-134a,Gg,6.54,0.01
1995,2F3a,2,F,3,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Protecció contra incendis,Fase fabricació,PFC-410,Gg,0,0
1995,2F3a,2,F,3,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Protecció contra incendis,Fase fabricació,HFC-23,Gg,0.01,0
1995,2F3a,2,F,3,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Protecció contra incendis,Fase fabricació,HFC-227ea,Gg,0,0
1996,2F3a,2,F,3,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Protecció contra incendis,Fase fabricació,PFC-410,Gg,0,0
1996,2F3a,2,F,3,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Protecció contra incendis,Fase fabricació,HFC-23,Gg,0.01,0
1996,2F3a,2,F,3,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Protecció contra incendis,Fase fabricació,HFC-227ea,Gg,0,0
1997,2F3a,2,F,3,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Protecció contra incendis,Fase fabricació,PFC-410,Gg,0,0
1997,2F3a,2,F,3,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Protecció contra incendis,Fase fabricació,HFC-227ea,Gg,0.01,0
1997,2F3a,2,F,3,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Protecció contra incendis,Fase fabricació,HFC-23,Gg,0.03,0
1998,2F3a,2,F,3,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Protecció contra incendis,Fase fabricació,HFC-227ea,Gg,0.02,0
1998,2F3a,2,F,3,a,Processos Industrials,Usos de productes com a substituts per a les substàncies que esgoten la capa d'ozó,Protecció contra incendis,Fase fabricació,HFC-23,Gg,0.14,0
