ANY,ACTIVITAT,IPCC_SECTOR,IPCC_DIVISIO,IPCC_CLASSE,IPCC_SUBCLASSE,NOM_SECTOR,NOM_DIVISIO,NOM_CLASSE,NOM_SUBCLASSE,CONTAMINANT,UNITATS,CO2EQ,EMISSIO GAS
2012,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CO2,Gg,655.04,655.04
2012,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CH4,Gg,30.72,1.1
2013,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",N2O,Gg,3.86,0.01
2013,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CO2,Gg,784.4,784.4
2013,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CH4,Gg,37.6,1.34
2014,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CO2,Gg,714.62,714.62
2014,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CH4,Gg,32.29,1.15
2014,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",N2O,Gg,2.9,0.01
2015,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CH4,Gg,45,1.61
2015,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",N2O,Gg,4.4,0.02
2015,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CO2,Gg,1062.22,1062.22
2016,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CH4,Gg,47.38,1.69
2016,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",N2O,Gg,6.73,0.03
2016,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CO2,Gg,1121.77,1121.77
2017,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CH4,Gg,53.9,1.93
2017,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",N2O,Gg,7.56,0.03
2017,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CO2,Gg,1225.9,1225.9
2018,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",N2O,Gg,7.73,0.03
2018,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CH4,Gg,56.5,2.02
2018,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CO2,Gg,1228.82,1228.82
2019,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CH4,Gg,52.23,1.87
2019,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CO2,Gg,1102.79,1102.79
2019,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",N2O,Gg,7.01,0.03
2020,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CH4,Gg,50.67,1.81
2020,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CO2,Gg,1036.1,1036.1
2020,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",N2O,Gg,6.7,0.03
2021,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CO2,Gg,1178.52,1178.52
2021,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",CH4,Gg,58.68,2.1
2021,1A2e,1,A,2,e,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,"Processament d'aliments, begudes i tabac",N2O,Gg,6.73,0.03
1990,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,3.58,0.13
1990,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,9.8,0.04
1990,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3340.39,3340.39
1991,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,4.96,0.18
1991,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,9.74,0.04
1991,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3410.17,3410.17
1992,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,8.32,0.03
1992,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3181.09,3181.09
1992,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,5.61,0.2
1993,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,5.1,0.18
1993,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,7.03,0.03
1993,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,2943.98,2943.98
1994,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,5.28,0.19
1994,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3268.74,3268.74
1994,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,7.21,0.03
1995,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,6.64,0.24
1995,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,8.54,0.03
1995,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3732.02,3732.02
1996,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,4030.09,4030.09
1996,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,8.08,0.29
1996,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,9.78,0.04
1997,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,8.26,0.29
1997,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3618.41,3618.41
1997,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,7.8,0.03
1998,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,7.49,0.03
1998,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3679.21,3679.21
1998,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,9.91,0.35
1999,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3737.71,3737.71
1999,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,12.04,0.43
1999,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,7.74,0.03
2000,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3757.67,3757.67
2000,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,13.69,0.49
2000,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,7.67,0.03
2001,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3914.3,3914.3
2001,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,7.37,0.03
2001,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,18.3,0.65
2002,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,6.85,0.03
2002,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,12.5,0.45
2002,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3859.64,3859.64
2003,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,7.87,0.03
2003,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,4200.66,4200.66
2003,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,27.06,0.97
2004,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,5.85,0.02
2004,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3762.18,3762.18
2004,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,13.01,0.46
2005,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,22.05,0.79
2005,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,6.65,0.03
2005,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,4062.07,4062.07
2006,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3674.27,3674.27
2006,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,5.95,0.02
2006,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,8.08,0.29
2007,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,7.44,0.03
2007,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3607.75,3607.75
2007,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,7.53,0.27
2008,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,8.1,0.29
2008,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,3141.11,3141.11
2008,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,6.74,0.03
2009,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,5.58,0.02
2009,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,2705.73,2705.73
2009,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,9.26,0.33
2010,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,7.11,0.03
2010,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,10.83,0.39
2010,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,2728.46,2728.46
2011,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,10.76,0.38
2011,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,2659.11,2659.11
2011,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,8.28,0.03
2012,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,10.64,0.38
2012,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,2015.49,2015.49
2012,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,7.38,0.03
2013,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,5.61,0.02
2013,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,8.79,0.31
2013,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,1334.67,1334.67
2014,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,1574.62,1574.62
2014,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,5.65,0.02
2014,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,5.71,0.2
2015,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,10.88,0.39
2015,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,1596.11,1596.11
2015,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,6.69,0.03
2016,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,1761.66,1761.66
2016,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,12.06,0.43
2016,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,6.99,0.03
2017,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,1834.16,1834.16
2017,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,16.42,0.59
2017,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,7.84,0.03
2018,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,1924.91,1924.91
2018,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,8.15,0.03
2018,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,16.92,0.6
2019,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,13.76,0.49
2019,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,8.81,0.03
2019,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,1849.89,1849.89
2020,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,9.17,0.03
2020,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,14.59,0.52
2020,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,1718.43,1718.43
2021,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CH4,Gg,16.46,0.59
2021,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,CO2,Gg,1549.3,1549.3
2021,1A2f,1,A,2,f,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Minerals no metàl·lics,N2O,Gg,9.26,0.03
1990,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,1440.27,1440.27
1990,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,16.14,0.58
1990,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,20.8,0.08
1991,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,1588.66,1588.66
1991,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,14.86,0.53
1991,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,17.39,0.07
1992,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,1524.84,1524.84
1992,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,13.12,0.47
1992,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,13.01,0.05
1993,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,1737.74,1737.74
1993,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,13.31,0.05
1993,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,15.88,0.57
1994,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,17.54,0.63
1994,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,1964.22,1964.22
1994,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,12.7,0.05
1995,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,14.21,0.05
1995,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,24.17,0.86
1995,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,2408.4,2408.4
1996,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,13.28,0.05
1996,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,27.08,0.97
1996,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,1792.01,1792.01
1997,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,31.25,1.12
1997,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,12.06,0.05
1997,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,1999.01,1999.01
1998,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,14.69,0.06
1998,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,2041.87,2041.87
1998,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,39.31,1.4
1999,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,2088.07,2088.07
1999,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,10.97,0.04
1999,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,42.36,1.51
2000,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,1937,1937
2000,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,42.91,1.53
2000,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,11.51,0.04
2001,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,50.35,1.8
2001,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,12.32,0.05
2001,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,2098.68,2098.68
2002,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,2042.93,2042.93
2002,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,12.45,0.05
2002,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,49.66,1.77
2003,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,61.61,2.2
2003,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,14.23,0.05
2003,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,2361.73,2361.73
2004,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,N2O,Gg,14.59,0.06
2004,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CO2,Gg,2449.33,2449.33
2004,1A2g,1,A,2,g,Processament de l'energia,Activitats de combustió,Indústries manufactureres i de la construcció,Altres sectors manufacturers i de la construcció,CH4,Gg,77.58,2.77
